way_id,coordinates
5976,"105.7077005,21.069839;105.7083854,21.069458"
5977,"105.7083854,21.069458;105.7086179,21.0693287;105.7088854,21.0691799"
5978,"105.707501,21.0666957;105.7074786,21.0667746;105.7074725,21.0667996;105.7074684,21.0668087;105.7073803,21.0671033;105.7074344,21.0679768;105.7074835,21.0684228;105.7075126,21.0686869;105.7076341,21.0696642;105.7076408,21.0697137;105.7076585,21.0697741;105.7077005,21.069839"
5979,"105.7378928,21.040564;105.7378986,21.0406627"
5980,"105.7383403,21.0409042;105.7384875,21.0408483"
5981,"105.769894,21.0333332;105.7699649,21.033317;105.7701693,21.0332657"
5982,"105.7798299,21.0310563;105.7799191,21.031536"
5983,"105.7895908,21.0300403;105.7893746,21.0300774;105.7886761,21.0301872"
5984,"105.7908282,21.0399306;105.7913133,21.0395552;105.7916165,21.0393212;105.7916712,21.0392749;105.791865,21.0391106"
5985,"105.7939859,21.0373602;105.7940163,21.0373031;105.7940583,21.0372552;105.7940996,21.0372238"
5986,"105.7941314,21.0377031;105.7940611,21.0376567;105.7940194,21.0376106;105.7939898,21.0375586;105.7939724,21.0375009;105.7939689,21.0374359;105.7939859,21.0373602"
5987,"105.7905613,21.040271;105.7904278,21.0402707"
5988,"105.7905613,21.040271;105.7905657,21.0404997;105.7905632,21.0406353;105.7905612,21.0407401;105.7905622,21.0409737;105.7905652,21.0410692;105.7905646,21.0411581;105.7905562,21.041265;105.7905427,21.0413522;105.7905292,21.0414292;105.7905073,21.0415421;105.7905059,21.0415496;105.7904034,21.0416374"
5989,"105.7977229,21.042873;105.7977236,21.0429932;105.7977251,21.0433587;105.7977253,21.0434698;105.7977311,21.0439184;105.7977321,21.0439743"
5990,"105.7904034,21.0416374;105.790369,21.0415337;105.7903965,21.0414386;105.7904202,21.0413559;105.7904275,21.0413019;105.7904258,21.041258;105.7904218,21.0412141;105.790425,21.0408794;105.7904255,21.0408178;105.7904294,21.0406912;105.790426,21.0404824;105.7904271,21.0403865;105.7904274,21.0403523;105.7904279,21.0403003;105.7904278,21.0402707"
5991,"105.7377282,21.041149;105.7377261,21.0410253;105.7377218,21.040766;105.7378928,21.040564"
5992,"105.7379072,21.0412655;105.7377293,21.0413403"
5993,"105.7156153,21.0886269;105.71556,21.0886282"
5994,"105.3073069,21.1473461;105.3075048,21.1459377;105.3077392,21.1450281;105.3087399,21.1425198;105.3102787,21.138873;105.3116305,21.1354651;105.3125347,21.1332663;105.3132632,21.1314673;105.3137264,21.130295;105.3138536,21.1301218;105.3138888,21.1300739;105.3143218,21.1298385;105.3145015,21.1296958;105.3145736,21.1296329;105.3145472,21.1288352;105.3145479,21.1287076;105.3145796,21.127431;105.3148492,21.1268935;105.3152205,21.126153;105.3154885,21.1253926;105.3156817,21.1247821;105.3159338,21.1241916;105.3165769,21.122695;105.3167835,21.1222141;105.3173552,21.1209538;105.3176901,21.1201132;105.3178082,21.1198655"
5995,"105.8496135,21.0195834;105.8495841,21.0194922;105.849388,21.018883;105.8493412,21.0187503"
5996,"105.8493412,21.0187503;105.8490222,21.0187958;105.8484594,21.0189279;105.847778,21.019071;105.8476612,21.0190967"
5997,"105.8484518,21.0170395;105.8483047,21.0170404;105.8479757,21.0170593;105.8478307,21.0170696"
5998,"105.8172506,21.0119342;105.817155,21.012083"
5999,"105.7873362,21.0278203;105.7872955,21.0277995;105.7872549,21.0277728"
6000,"105.9187889,21.0643999;105.9188704,21.0641913;105.9191696,21.0634251"
6001,"105.8413897,20.9968235;105.8414078,20.9969135;105.8414252,20.9970002;105.841429,20.9974566;105.8414266,20.9976032"
6002,"105.8415759,20.9975682;105.8422114,20.997404"
6003,"105.9057453,21.0422884;105.9057963,21.0422776;105.9058487,21.0422816;105.905896,21.0423016;105.9059447,21.0423353;105.9060117,21.0423943;105.9060399,21.0424073;105.9061304,21.0424298;105.9062813,21.0424448;105.9064168,21.0424623;105.9065348,21.0424949;105.9066394,21.04254;105.9067292,21.0426;105.9068231,21.0427002;105.906837,21.0427229;105.9068863,21.0428031;105.9068969,21.0428203;105.9069344,21.0429417;105.9069452,21.0430356;105.9069465,21.0431408;105.9069291,21.0432421;105.9068942,21.0433498;105.9068392,21.0434386;105.9068044,21.0434912"
6004,"105.9068044,21.0434912;105.906774,21.0435212;105.9067207,21.0435743;105.9066923,21.0435984;105.9066657,21.0436209;105.9065864,21.0436714;105.9065249,21.0437028;105.9064573,21.0437279"
6005,"105.9106052,21.0462827;105.910697,21.0463478;105.9107762,21.0464259;105.9108407,21.046515;105.9108889,21.0466127;105.9109195,21.0467164;105.9109316,21.0468234;105.9109249,21.0469307"
6006,"105.9109249,21.0469307;105.9108991,21.0470373;105.9108506,21.0471356;105.9107985,21.0472161;105.9107725,21.0472562;105.9106655,21.047355"
6007,"105.9095246,21.0467455;105.90955,21.046641;105.9095711,21.0465889;105.9096183,21.0465097;105.9096558,21.0464468;105.9097346,21.0463631;105.9098273,21.046293"
6008,"105.9239572,21.0401825;105.9240692,21.0403136;105.9244022,21.0407034;105.9246968,21.0410221;105.9247938,21.0410889;105.9248023,21.0410947;105.9248228,21.0411076;105.9250048,21.0412221;105.9251556,21.0412844;105.9253307,21.0413568;105.9254736,21.0414159;105.926027,21.0416964"
6009,"105.9238742,21.0400911;105.9239572,21.0401825"
6010,"105.9262243,21.0417864;105.9263133,21.0416625;105.9265968,21.0413007;105.9267493,21.0411138;105.9268039,21.0410452;105.9268238,21.0410201;105.9268842,21.0409502;105.9272696,21.0405104;105.9273361,21.0404479;105.9278326,21.0400879;105.9279407,21.0400153;105.9280255,21.0399519;105.9284206,21.03967;105.9284976,21.0396151;105.9286083,21.0395374;105.9286833,21.0394757;105.9288651,21.0393269;105.928921,21.03928;105.9291268,21.0390971;105.9292216,21.0390089;105.9294045,21.0388504;105.9295411,21.0387292;105.930126,21.038209;105.9301899,21.0381522;105.9304653,21.0379074;105.9307754,21.0376319;105.9309873,21.0374435;105.93107,21.03737;105.931104,21.0373398;105.9317526,21.0367673;105.9324817,21.0361238"
6011,"105.7877202,21.0277769;105.7876448,21.0278185;105.7875613,21.0278429;105.7874739,21.0278489;105.7874013,21.0278425;105.7873362,21.0278203"
6012,"105.8001189,21.0224625;105.8003599,21.0222291;105.8005364,21.0220438;105.8007394,21.0218201;105.8008861,21.021622"
6013,"105.8476612,21.0190967;105.8477068,21.0192422;105.8478058,21.0195767;105.8479516,21.0200219;105.8479737,21.0200887"
6014,"105.8517501,21.0189436;105.8517752,21.019048;105.8518462,21.0193479;105.8519112,21.0196391;105.8519368,21.0197634"
6015,"105.8426582,20.9920428;105.8427975,20.9917059;105.8429688,20.9912764;105.8430202,20.9911525;105.8432963,20.9905465;105.8435518,20.9899033;105.8435557,20.989819;105.843528,20.9897419"
6016,"105.8192561,21.0032768;105.8195094,21.0032162;105.8198703,21.0031163;105.8199683,21.0030929"
6017,"105.81961,21.0028361;105.8195644,21.002798"
6018,"105.8197373,20.9508465;105.8198614,20.95078;105.8201019,20.9506485;105.8204358,20.9504736;105.8210554,20.9501483;105.8216673,20.9498245;105.8222657,20.9495078;105.8223766,20.9494489;105.8224765,20.9493963;105.8248393,20.9481419;105.8255611,20.9477668;105.825795,20.9476383;105.8259993,20.9475349;105.8263648,20.9473309;105.8267543,20.9471438;105.8268199,20.9471169;105.827379,20.9468357;105.8275726,20.9467271;105.8278083,20.946619;105.8280903,20.9464886"
6019,"105.832274,20.9520739;105.8327304,20.9519402"
6020,"105.8038252,20.9911098;105.8036483,20.9913736;105.8035766,20.9914743"
6021,"105.8038021,20.9916495;105.803965,20.9917685"
6022,"105.8050339,21.0153596;105.8051475,21.0154716"
6023,"105.7855017,21.0695146;105.7855237,21.0695837;105.7855409,21.0696446;105.7855648,21.0699095;105.7856142,21.0708226;105.7856627,21.0714084;105.785703,21.0719827;105.7857533,21.0726826;105.7857811,21.0729949;105.78579,21.073079;105.7858562,21.0738607;105.7858728,21.0740734;105.7858829,21.0742034;105.7859242,21.0747335;105.7859853,21.0751331;105.785983,21.0752135"
6024,"105.7854469,21.0683092;105.7855132,21.0683076;105.785695,21.0682931;105.7857973,21.0682651;105.7859045,21.0682086;105.7859972,21.0681243"
6025,"105.7859972,21.0681243;105.7861064,21.0680311;105.7862447,21.0679212;105.7868302,21.0674558;105.7869297,21.0673743"
6026,"105.725362,20.945806;105.726953,20.9464785;105.7270015,20.946499;105.7286802,20.9475675;105.7291356,20.9478573;105.7296216,20.9481667;105.7296461,20.9481823;105.7347699,20.9516773;105.7351178,20.9519146;105.7352004,20.9519408;105.7355499,20.952009;105.7355987,20.9520485;105.7356331,20.9521274;105.7361854,20.9535378;105.7364821,20.9539578;105.7366703,20.9542317"
6027,"105.8089047,21.0704833;105.8091344,21.0703907"
6028,"105.8091344,21.0703907;105.8092986,21.0703323;105.8094747,21.0702697"
6029,"105.8065523,21.0370048;105.8065221,21.0368262;105.8065009,21.0367585;105.8064766,21.0366936;105.8064173,21.0365568;105.806361,21.0364483;105.8063163,21.0363738;105.8062484,21.0362596;105.8061775,21.0361452;105.8059763,21.0358536;105.8057659,21.0355493;105.8053483,21.0349534;105.8052101,21.0347539;105.8051514,21.0346683;105.8050648,21.0345518"
6030,"105.8292474,21.0323773;105.8292742,21.0323719;105.8298559,21.032209;105.8299959,21.0321698"
6031,"105.8367718,21.0113025;105.8368974,21.0111798;105.8369661,21.011103"
6032,"105.8367867,21.0108849;105.8367231,21.0107386"
6033,"105.8402267,21.0078235;105.8402977,21.0077973;105.8405904,21.0077022;105.8407052,21.0076693"
6034,"105.8413008,21.0075596;105.8413113,21.0074212;105.8413254,21.007045"
6035,"105.8053079,21.0343825;105.8050648,21.0345518"
6036,"105.8054881,21.0346669;105.8055552,21.0347678;105.8057914,21.0351229;105.8062249,21.0357193;105.8063456,21.0358957;105.8064467,21.0360259;105.8065647,21.0361744;105.8066581,21.0362789;105.8067151,21.0363635;105.8067846,21.0365009;105.8069103,21.0367763"
6037,"105.8095933,21.0702715;105.8094747,21.0702697"
6038,"105.8091344,21.0703907;105.8092119,21.0705447;105.8093449,21.0708188"
6039,"105.7869297,21.0673743;105.7871778,21.0671783;105.7873581,21.0670359;105.7874281,21.0669806;105.7881393,21.066426;105.7882477,21.0663437"
6040,"105.7898891,21.065201;105.7897836,21.0652725;105.7891804,21.0657546;105.7891041,21.0658178"
6041,"105.7858575,21.0758295;105.7857824,21.0756636;105.7857029,21.0753277;105.7856416,21.0749504;105.7855619,21.0742295;105.7855408,21.074039;105.7854685,21.0730198;105.7853698,21.0718556;105.7853071,21.0711377;105.7852522,21.0705572;105.7852379,21.0704055;105.7852173,21.0702088;105.7852264,21.0701522;105.7852421,21.0700417"
6042,"105.8362432,21.0416562;105.8363888,21.0416351;105.8369396,21.041543;105.836969,21.0415379;105.8371251,21.0415111;105.8378025,21.0413948;105.8379631,21.0413672;105.8381046,21.04134;105.8383695,21.0412899;105.8387463,21.0412187;105.839114,21.0411491;105.8398232,21.0410107;105.8399826,21.0409808"
6043,"105.8386222,21.0311745;105.8385022,21.0311973;105.8376771,21.0313559;105.8371173,21.0314635;105.8363839,21.0316044;105.8362655,21.0316272"
6044,"105.8051475,21.0154716;105.8049378,21.0156576"
6045,"105.7916688,21.0062245;105.7915606,21.006357"
6046,"105.7407574,21.0281357;105.7406946,21.0283009;105.7406739,21.0284194"
6047,"105.7383506,21.027607;105.7383764,21.0276164;105.7391149,21.0278989"
6048,"105.7468213,21.0115977;105.7468499,21.011594;105.7468784,21.0115977;105.7469049,21.0116085;105.7469324,21.0116279"
6049,"105.7467523,21.0117269;105.7467456,21.0116987;105.746748,21.0116698;105.7467593,21.0116429;105.7467786,21.0116202"
6050,"105.7467786,21.0116202;105.7467985,21.0116066;105.7468213,21.0115977"
6051,"105.7820979,21.0174683;105.7825764,21.0169096"
6052,"105.8187277,21.0139023;105.8186483,21.0138146;105.8182598,21.0133855;105.8180511,21.0131584"
6053,"105.8182137,21.0130422;105.8185435,21.0133935;105.8188156,21.0136887;105.8188893,21.0137777"
6054,"105.8360782,21.0304375;105.8361636,21.0304133;105.8368405,21.0302213;105.8369887,21.0301796;105.8370915,21.0301501;105.8382759,21.0298142;105.8384753,21.0297562"
6055,"105.8401784,21.0433374;105.8401715,21.0431537;105.8401533,21.0428163"
6056,"105.8400656,21.0506186;105.8401412,21.0504941;105.8401805,21.0504319;105.8402818,21.0502532;105.8403181,21.0501834;105.8403649,21.0499682"
6057,"105.8140229,21.0153286;105.8136905,21.0148285"
6058,"105.8960272,21.0261912;105.896136,21.0263746;105.8962467,21.0265493"
6059,"105.8916908,21.0220623;105.8903867,21.0223336;105.8901229,21.0223815;105.8894873,21.022497;105.8893053,21.0225301;105.8892596,21.0225384;105.8877993,21.0228525;105.8875746,21.0229289;105.8873155,21.0230553;105.8864577,21.0235001;105.8862922,21.0235858;105.8860936,21.0237341;105.8858665,21.02389;105.885382,21.0242457;105.8852367,21.0243395;105.8851428,21.0244209;105.8850677,21.0245097;105.884847,21.0248496;105.8845984,21.0251778;105.884087,21.0257087;105.8836078,21.0262787;105.8825953,21.0275078;105.8823843,21.0277672;105.8816505,21.0286156;105.8811676,21.0292026;105.8808083,21.0296152;105.8802838,21.0301691;105.8798781,21.0305559;105.8787991,21.0314712;105.8782559,21.0318614"
6060,"105.9608385,20.9863832;105.9613033,20.9881441;105.9615651,20.9890176;105.9615742,20.9890689;105.9616058,20.9891111;105.9618382,20.9899269;105.9619315,20.9902858;105.9621706,20.9910094;105.9625644,20.9922008;105.962595,20.9922915;105.9628469,20.9930986;105.9628554,20.9931263;105.962898,20.9932504;105.9629054,20.9932718;105.9630453,20.9936787;105.9632037,20.9940724;105.9633452,20.9944487"
6061,"105.960801,20.9862587;105.9608385,20.9863832"
6062,"105.9052656,21.0228869;105.9053622,21.0230047"
6063,"105.917695,21.0503458;105.9178268,21.050417"
6064,"105.8558262,21.0312919;105.8557724,21.0314322;105.8555118,21.0325231"
6065,"105.805513,21.046458;105.8054822,21.04635"
6066,"105.7977932,21.0463067;105.7975315,21.0463008"
6067,"105.7975303,21.0461064;105.7975281,21.0459827;105.7975235,21.045838"
6068,"105.785726,21.086168;105.7857552,21.086325;105.7857589,21.0863608;105.7857723,21.0864731;105.7857792,21.0866057;105.7858123,21.0875122"
6069,"105.7856851,21.0858066;105.7856954,21.0858576;105.785719,21.0860284;105.785726,21.086168"
6070,"105.7858123,21.0875122;105.7858179,21.0876656"
6071,"105.7855912,21.0902555;105.7855493,21.0890759;105.7855209,21.0885035;105.7855191,21.0884364;105.7855144,21.088339"
6072,"105.7855144,21.088339;105.7855002,21.088104;105.7854881,21.0879024;105.7854802,21.0878207;105.7854215,21.0873093;105.7853464,21.0866542;105.7853229,21.086434;105.785319,21.0863558;105.7853194,21.0862649;105.7853347,21.086144"
6073,"105.7881568,21.0806518;105.7881669,21.0805394;105.7881718,21.0804572;105.7881234,21.0802261;105.7880351,21.0799382;105.787985,21.0798127;105.7878315,21.0795679;105.7877409,21.0793964;105.7875966,21.0790999;105.7875144,21.0789631;105.7873845,21.0787139;105.7869999,21.0781255;105.7869001,21.077979"
6074,"105.8055269,21.0461122;105.8055769,21.046043"
6075,"105.8785431,20.9764375;105.8786747,20.9763962;105.879317,20.9761939"
6076,"105.8574726,21.0228854;105.8575399,21.0226865;105.8576741,21.0222799;105.8577239,21.0221286;105.8577265,21.0221212;105.8577393,21.0220815;105.8580052,21.021295;105.8580357,21.0212024;105.8580477,21.0211556"
6077,"105.8296676,21.0184915;105.8295471,21.0186051;105.8292097,21.0188568"
6078,"105.76785,21.0396411;105.7676656,21.039706"
6079,"105.764136,21.0296986;105.7641107,21.0296213"
6080,"105.7639117,21.0293644;105.7636708,21.02944"
6081,"105.7378986,21.0406627;105.737895,21.04096;105.7379019,21.0410775;105.7379072,21.0412655"
6082,"105.7357743,21.0511728;105.7358653,21.0515562;105.7358804,21.0516178"
6083,"105.7329597,21.0540487;105.7332332,21.053844;105.733754,21.0534753;105.7346682,21.0528475;105.7353396,21.0523864;105.7354402,21.0523172;105.735507,21.0522714;105.7357239,21.0521224;105.7357429,21.0521094;105.7358208,21.0520559"
6084,"105.7363264,21.0517257;105.7364112,21.0516705"
6085,"105.8820448,21.1259748;105.8824197,21.1257732;105.883931,21.1248869;105.8840461,21.1248195;105.8847787,21.1243797;105.8848453,21.1243041;105.8849648,21.1239692;105.8852746,21.1229703;105.8853784,21.1226332;105.885594,21.1220142;105.8857168,21.121654;105.8858507,21.1213231;105.8858888,21.121286;105.8863812,21.1207578;105.8874233,21.1197644;105.889436,21.1178839;105.8894661,21.1178145;105.8894848,21.1177714;105.8895189,21.1177079;105.889703,21.1173644;105.8903999,21.1166018;105.891401,21.1156627;105.8915029,21.1155707;105.8917966,21.1152785;105.8926862,21.1143931;105.8938912,21.1131506;105.8939567,21.1130792"
6086,"105.7367687,21.0514288;105.7370041,21.0512664"
6087,"105.7370041,21.0512664;105.737679,21.0508008;105.7377347,21.0507739;105.7379866,21.0506274;105.7383057,21.050475;105.7386505,21.0503267;105.7401017,21.0497321"
6088,"105.740192,21.0499381;105.7386996,21.0505493;105.7381611,21.0507702;105.7378875,21.0509061;105.7376427,21.0510572;105.7368582,21.0515991;105.73664,21.0517498;105.7365046,21.0518418"
6089,"105.7358666,21.0522785;105.7358503,21.0522904;105.7357772,21.0523439;105.7354623,21.0525566;105.7353603,21.0526255;105.7349923,21.0528741;105.7344778,21.0532282;105.7335763,21.0538317;105.7331072,21.0541513"
6090,"105.7377282,21.041149;105.7379019,21.0410775"
6091,"105.7377293,21.0413403;105.7377282,21.041149"
6092,"105.7641696,21.0291248;105.7642983,21.0290845"
6093,"105.767593,21.0394838;105.7677803,21.0394267"
6094,"105.8165241,21.0189461;105.8157318,21.0178403;105.8156406,21.0177013"
6095,"105.8169691,21.0195738;105.8166525,21.0191232;105.816577,21.0190206;105.8165241,21.0189461"
6096,"105.8159081,21.0178761;105.8161805,21.0182819;105.8164102,21.0185849;105.8166276,21.0188775"
6097,"105.8196745,21.0230982;105.8197664,21.0232333;105.8197864,21.0232627;105.8198723,21.0234017"
6098,"105.8198723,21.0234017;105.8200516,21.0233561;105.8201513,21.0233286"
6099,"105.8296877,21.0179964;105.8297498,21.0179182;105.8300672,21.0177227;105.8302412,21.0176313;105.8305331,21.0174167;105.8307596,21.0172329;105.8307775,21.0172186;105.8309465,21.0170993"
6100,"105.9478368,21.0194368;105.9481982,21.0191045"
6101,"105.9478368,21.0194368;105.9474065,21.0189274;105.9472525,21.0187451;105.9468998,21.0183276;105.946846,21.0182639;105.9466399,21.0180199;105.9461692,21.0174628;105.9457635,21.0169825"
6102,"105.8768494,21.0414246;105.8768957,21.0413286;105.876948,21.0412263;105.8770793,21.0411174;105.8772642,21.0409568;105.8773608,21.0408686;105.8775406,21.0406973;105.8776494,21.0405935;105.8776864,21.0405583"
6103,"105.8794767,21.0320272;105.8794902,21.0321181;105.879524,21.032274;105.8795779,21.0324117;105.8796523,21.0325744;105.8798836,21.0330678;105.8800102,21.0333859;105.8801326,21.0337663;105.8801842,21.0341292;105.8801588,21.0345622;105.8800958,21.0348074;105.8800165,21.0350253;105.8799758,21.0351205;105.8799674,21.0351403;105.8798623,21.0353496"
6104,"105.8798623,21.0353496;105.8797677,21.0352825"
6105,"105.8789365,21.0361188;105.8793662,21.035742;105.8794203,21.0356982;105.8795683,21.0355273;105.8797677,21.0352825"
6106,"105.894173,21.0276813;105.8943874,21.027612;105.8949093,21.0274748;105.8951514,21.0273998;105.895832,21.0271976;105.8958716,21.027187"
6107,"105.8969961,21.0267858;105.8975184,21.0265269;105.8977536,21.0264223;105.8978701,21.0263723;105.8985419,21.0260782"
6108,"105.9378475,21.0210507;105.9380503,21.0209585;105.9381156,21.0209278;105.9381762,21.0208968;105.9382337,21.0208629;105.9382964,21.0208255;105.9383942,21.020767;105.9384678,21.0207231;105.9390109,21.0203985;105.9420187,21.0184774;105.9420743,21.0184417;105.9421098,21.0184189;105.948048,21.014095"
6109,"105.9540824,21.0098325;105.9539326,21.0099285;105.9538835,21.0099636;105.953374,21.0103281;105.9532971,21.010384"
6110,"105.948048,21.014095;105.9481913,21.0139906"
6111,"105.9482489,21.0140576;105.9481056,21.0141618"
6112,"105.9457635,21.0169825;105.9462729,21.0166057;105.9466102,21.0163562;105.9472452,21.0158865;105.9486786,21.0148262"
6113,"105.9486786,21.0148262;105.948818,21.0147231"
6114,"105.913729,21.0301875;105.9133708,21.0303147;105.9133576,21.0303194;105.9121736,21.0308724;105.9108395,21.0314955;105.910254,21.0317684;105.9094839,21.0321288"
6115,"105.9135424,21.0300731;105.913729,21.0301875"
6116,"105.8991291,21.0259807;105.8987176,21.0261649;105.8986336,21.0262025"
6117,"105.8942049,21.0277893;105.8936971,21.0279228"
6118,"105.9107652,20.6960221;105.9107608,20.6962184"
6119,"105.8089605,21.0699603;105.8090753,21.0702155;105.8091344,21.0703907"
6120,"105.8094747,21.0702697;105.8095603,21.0701786"
6121,"105.8414636,21.0241235;105.8414627,21.0240591;105.8414618,21.024004;105.8414546,21.0236463;105.8414528,21.0234336"
6122,"105.8426704,21.0202983;105.842715,21.0204282;105.8428141,21.0207195;105.8430397,21.0213913;105.8430971,21.021558"
6123,"105.8426704,21.0202983;105.8425301,21.0203358;105.8415578,21.0206257;105.8414183,21.0206551"
6124,"105.8463276,21.0227121;105.8462262,21.0227412;105.8460077,21.0228038;105.845819,21.0228579;105.8455667,21.0229302;105.8454119,21.0229745"
6125,"105.8469014,21.0243922;105.8468661,21.0244031;105.8463801,21.0245553;105.8462253,21.0245966;105.8461298,21.0246197;105.8460687,21.0246362;105.8458809,21.0246907;105.8452775,21.0248729;105.8452522,21.0248779;105.8451257,21.0249069"
6126,"105.8536483,21.0278901;105.8537003,21.0282487;105.8537423,21.0285214;105.8537768,21.0287199;105.8537903,21.0287988"
6127,"105.8565504,21.0290243;105.856594,21.02912;105.8567122,21.0295793;105.8567112,21.0297654"
6128,"105.8181102,21.0812871;105.8180674,21.081359;105.8179633,21.0815316;105.8177857,21.0818331;105.817582,21.0821792;105.8175186,21.0822926;105.8174599,21.0824012"
6129,"105.8154769,21.2094375;105.8117842,21.2105024;105.8112297,21.2106584;105.810091,21.2109795"
6130,"105.8082145,21.2115988;105.807798,21.2117228;105.8073495,21.2118523;105.8059385,21.2122597;105.8057331,21.2123225"
6131,"105.7986943,21.2143568;105.7980719,21.2145511;105.7978916,21.2146074"
6132,"105.7960057,21.2146809;105.7968052,21.2144262;105.7973611,21.2142654;105.797734,21.2141543"
6133,"105.7985253,21.2139289;105.7988378,21.2138405"
6134,"105.852593,21.0227149;105.8524506,21.0227584;105.8516746,21.0229945;105.851544,21.0230343;105.8510345,21.0231663;105.8508198,21.023226"
6135,"105.850956,21.0034801;105.8509114,21.0033616"
6136,"105.8574308,20.9230599;105.8565877,20.9231728;105.8564764,20.9231845"
6137,"105.8625384,20.9213367;105.8624883,20.9213672;105.8619287,20.9217081;105.8618452,20.921759;105.8612279,20.9220254;105.8609558,20.9220925;105.8606957,20.9221566;105.8603125,20.9222441;105.8601464,20.9223247;105.860096,20.9223492"
6138,"105.8695731,20.9151529;105.8692092,20.9154637;105.8690148,20.9156266;105.8683399,20.9162198;105.8679334,20.9165771;105.8678289,20.9166643"
6139,"105.8737397,20.9187056;105.8739414,20.9190756;105.8740291,20.9192419;105.8740594,20.9193639;105.8740629,20.9194994;105.8740063,20.9198778;105.8737813,20.9208389;105.8737563,20.9209457;105.8737372,20.9210393;105.8737562,20.9211972"
6140,"105.7718485,20.9648437;105.7721186,20.9650498;105.772126,20.9652019"
6141,"105.7710074,20.9669753;105.7717257,20.9675383;105.7723817,20.9681021;105.7733695,20.9688683;105.7737099,20.9691306;105.774147,20.9694668;105.7743417,20.9696166"
6142,"105.7710074,20.9669753;105.7708869,20.9670098;105.7707267,20.966989"
6143,"105.8055803,21.2123676;105.805477,21.2123967"
6144,"105.7812427,21.0435136;105.7813022,21.0436898;105.7813165,21.0438679;105.7813199,21.0438893;105.7813337,21.0440453;105.7813786,21.0447773;105.7814036,21.0451084;105.7813836,21.045339"
6145,"105.8059386,21.0410711;105.8061786,21.0406524;105.8062606,21.040518;105.8064473,21.0401649;105.8064709,21.0400966;105.8065058,21.039996;105.8065675,21.0397586;105.8066671,21.0392069;105.8066945,21.0389964;105.8067142,21.038777;105.8067135,21.0386735;105.8067068,21.0385699;105.8066964,21.0384054;105.8066725,21.0380763;105.8066612,21.0378441;105.8066578,21.0377734"
6146,"105.7707267,20.966989;105.7706861,20.9669577;105.7701021,20.966507;105.7694252,20.9659565;105.7691038,20.9656976;105.7688154,20.965474;105.7683666,20.9651261;105.767734,20.9646417;105.7675723,20.9645104;105.767443,20.9644142;105.7673504,20.9643453;105.7667496,20.9638729;105.7661021,20.9633766;105.7660462,20.9633332;105.7649034,20.9624708"
6147,"105.7713181,20.9647143;105.77109,20.9645449;105.770961,20.9644468;105.7705815,20.9641581"
6148,"105.7714683,20.9645439;105.7717178,20.9647406;105.7718485,20.9648437"
6149,"105.7853672,21.0676782;105.7854108,21.0680239;105.7854416,21.06826;105.7854469,21.0683092"
6150,"105.8413397,20.9949215;105.8412891,20.9952387;105.8412876,20.99541"
6151,"105.8411662,20.9954182;105.8411639,20.9952437;105.8410825,20.9947723"
6152,"105.84123,21.0008729;105.8412798,21.0005809;105.8412693,20.9999818"
6153,"105.8413779,20.9999941;105.8413815,21.0005682;105.8414178,21.0008354"
6154,"105.8488391,20.9479287;105.8488429,20.9478625;105.8488807,20.9472273;105.8489186,20.9465234;105.8489209,20.9464808;105.8489026,20.9464172;105.8488727,20.9463129;105.8484032,20.9457124;105.8482973,20.9455769;105.8481893,20.9454388;105.8481618,20.9454036;105.8480744,20.945343"
6155,"105.8585877,20.9451992;105.8582765,20.9453349"
6156,"105.8633385,20.9339288;105.8631986,20.9344567;105.8629341,20.9354805;105.8627123,20.9365361;105.8628481,20.936861;105.8633083,20.937371;105.863752,20.9376581;105.8638662,20.9378134;105.8638869,20.9379896;105.863811,20.9388315;105.8638287,20.9397172;105.8639118,20.9399964;105.864161,20.9402681;105.8642551,20.9404162;105.8642938,20.9406997;105.8641701,20.9422674;105.8640136,20.9432827"
6157,"105.8915833,20.9118383;105.8915714,20.9121387;105.8916164,20.9123175;105.8917431,20.9124833;105.8918736,20.912718;105.891911,20.9129457;105.8918938,20.913088;105.8918587,20.9131887;105.8918345,20.9132474;105.8918186,20.913298;105.8917884,20.9133549;105.8917379,20.9133965;105.8912362,20.9137459;105.8905116,20.9142939;105.8898068,20.9148959;105.888925,20.9157182;105.8884259,20.9161836;105.8875504,20.9170816;105.8868573,20.9178824;105.8863316,20.9183483;105.8861577,20.9185262;105.8861149,20.9185615;105.8853542,20.9191883;105.8851398,20.9194176;105.8844845,20.9201188;105.8841565,20.9204903;105.8839025,20.9207678;105.8837675,20.9209467;105.8817139,20.923295;105.8810132,20.9239856;105.8809348,20.9240498;105.8808465,20.9240729;105.8807277,20.924088;105.8806205,20.9240204;105.8802145,20.9237448;105.8800584,20.9236366;105.8796174,20.9233489;105.8788821,20.9230121;105.8781338,20.9227115;105.8772421,20.9224835;105.8768674,20.9223525;105.8766798,20.9222869;105.8758393,20.9219931;105.8755142,20.9219332;105.8751253,20.9219357"
6158,"105.7989968,21.2142728;105.7988548,21.214314"
6159,"105.8046377,21.2125599;105.8033021,21.2129517;105.8027574,21.2131145;105.8023881,21.2132218;105.8022623,21.2132574;105.8017864,21.2133919"
6160,"105.7989671,21.2141924;105.7986509,21.2142857"
6161,"105.8571909,21.0245137;105.8571697,21.0245179;105.857131,21.0245262"
6162,"105.7808625,21.1256294;105.780671,21.1260198;105.7804794,21.1265633"
